timestamp,open,high,low,close,volume
2019-11-11,84.7900,85.3100,81.0300,82.4300,52077495
2019-10-31,88.6300,88.8900,82.1300,84.5600,137864200
2019-09-30,96.4200,97.2100,87.6100,88.4200,134511100
2019-08-30,95.0000,98.1400,93.0300,96.5600,142069000
2019-07-31,84.6200,99.7200,84.0300,94.6900,166015600
2019-06-28,76.1200,85.2000,75.6500,83.8300,163305800
2019-05-31,77.6700,79.6500,74.3300,76.0600,168825900
2019-04-30,74.7600,77.7900,73.7300,77.6800,146496900
2019-03-29,70.6277,74.4780,69.0300,74.3400,192665200
2019-02-28,68.5900,72.0700,67.0800,70.2600,215346400
2019-01-31,63.6761,69.4900,61.3950,68.1400,276732200
2018-12-31,67.3700,68.1500,60.4200,64.4000,250212000
2018-11-30,58.3000,68.9800,58.0700,66.7200,326988900
2018-10-31,56.9100,59.7000,54.7050,58.2700,285962000
2018-09-28,53.4400,57.8400,53.2150,56.8400,177505500
2018-08-31,52.2400,54.4400,51.1950,53.4500,198190200
2018-07-31,48.6400,52.8450,48.4000,52.3900,244824000
2018-06-29,56.8400,57.9400,47.3700,48.8500,338561600
2018-05-31,57.6700,59.0400,55.5400,56.6700,150516400
2018-04-30,57.5200,60.1800,55.3800,57.5700,178446500
2018-03-29,57.0000,60.7000,55.6810,57.8900,185897700
2018-02-28,56.2800,57.9200,53.5600,57.1000,238536700
2018-01-31,57.9500,61.9400,56.5500,56.8100,242647700
2017-12-29,57.5000,60.0500,56.4610,57.4300,175171000
2017-11-30,55.1000,58.1400,54.0500,57.8200,215270200
2017-10-31,53.8600,56.4300,53.6600,54.8400,178855400
2017-09-29,54.8964,55.6000,53.0500,53.7100,184484300
2017-08-31,54.5700,56.1200,52.5800,54.8600,235679800
2017-07-31,58.9048,59.6595,53.4100,53.9800,221103700
2017-06-30,63.5100,64.8700,57.9550,58.3100,170396300
2017-05-31,60.0000,63.6100,58.8700,63.6100,160468800
2017-04-28,58.2800,61.9400,57.3800,60.0600,181381100
2017-03-31,57.2700,58.6600,54.0900,58.3900,225544200
2017-02-28,55.4900,57.8500,53.8100,56.8700,196153900
2017-01-31,55.9100,59.0000,54.8800,55.2200,188760500
2016-12-30,57.3400,59.5400,55.4000,55.5200,165872700
2016-11-30,53.1400,58.2500,50.8400,57.9700,237025700
2016-10-31,54.1000,54.4600,52.5900,53.0700,148546100
2016-09-30,56.3000,56.6500,52.9000,54.1400,192723100
2016-08-31,58.0000,58.0500,54.8500,56.2300,179342000
2016-07-29,57.0400,58.8400,56.0600,58.0500,203692900
2016-06-30,54.7600,57.1933,53.4100,57.1200,186865200
2016-05-31,56.2900,57.6000,54.1900,54.8900,164813800
2016-04-29,59.6100,61.6400,55.2900,56.2300,197552300
2016-03-31,58.7700,60.4500,56.5681,59.7000,180465500
2016-02-29,60.6600,61.7850,52.6300,58.2100,223871600
2016-01-29,58.7700,60.8800,54.9400,60.7700,262885000
2015-12-31,61.0800,62.5390,58.2700,60.0300,174904100
2015-11-30,63.0100,63.1900,59.5000,61.3900,141548700
2015-10-30,56.9900,64.0000,55.8900,62.5700,195542500
2015-09-30,53.0000,58.9600,52.7400,56.8400,187645900
2015-08-31,58.6200,59.3200,42.0517,54.7100,223614000
2015-07-31,53.8600,59.3103,53.3100,57.9300,177930600
2015-06-30,51.9600,54.7500,51.1000,53.6150,150831700
2015-05-29,49.9500,52.2300,48.5700,51.9600,134474400
2015-04-30,94.2805,95.2800,47.2483,49.5800,179360700
2015-03-31,93.3300,99.2000,91.2200,94.7000,195931000
2015-02-27,87.6800,94.8300,85.8600,93.4850,150263600
2015-01-30,82.1300,89.5900,78.5600,87.5300,267338600
2014-12-31,81.0000,84.2038,78.4400,82.0500,222092000
2014-11-28,75.9700,81.6400,75.4700,81.2100,140502400
2014-10-31,75.6800,77.6650,70.7700,75.5600,232344600
2014-09-30,77.7000,77.9800,73.7800,75.4600,166706200
2014-08-29,77.5000,78.4700,76.1600,77.8100,123725400
2014-07-31,77.8900,80.6384,77.1200,77.6800,174198400
2014-06-30,73.2200,78.3500,73.1566,77.3800,157418200
2014-05-30,70.7500,73.7800,69.1400,73.2400,165484600
2014-04-30,73.6400,74.9800,67.9300,70.6200,229999800
2014-03-31,70.0100,78.6400,70.0000,73.3800,243879800
2014-02-28,71.0000,75.1900,68.6700,70.9600,259867000
2014-01-31,78.0700,78.2673,70.8700,71.1200,291179000
2013-12-31,81.4900,81.6890,75.9100,78.3900,186721400
2013-11-29,81.5400,82.5000,79.0000,81.4600,175806400
2013-10-31,76.9800,81.6200,74.4530,81.0500,204986200
2013-09-30,71.7000,77.8450,70.9300,76.9700,149488400
2013-08-30,72.2700,74.2700,69.8600,70.5200,147060600
2013-07-31,66.0900,73.5200,65.8200,71.2890,217257800
2013-06-28,63.2600,67.4800,62.3100,65.5100,201953000
2013-05-31,60.5500,64.9300,59.6000,63.1400,168382200
2013-04-30,57.1300,60.9200,56.6500,60.8400,212049200
2013-03-28,54.6300,58.9700,54.0000,56.9500,220112400
2013-02-28,56.5700,57.1051,52.5200,54.8500,192701000
2013-01-31,54.5900,57.2700,53.6800,56.1200,283483800
2012-12-31,52.1400,54.9011,49.5600,53.6300,309576800
2012-11-30,45.7400,52.3050,45.3900,51.8700,332715600
2012-10-31,50.9300,51.3000,44.2700,45.9000,412758000
2012-09-28,49.4500,52.0000,48.9900,50.7100,274167200
2012-08-31,45.4700,50.0600,43.0400,49.6100,417867400
2012-07-31,53.4400,54.2750,45.0900,45.2800,333250400
2012-06-29,53.1100,55.9700,51.0300,53.3200,327233200
2012-05-31,57.5100,58.4260,51.4300,54.8900,353944600
2012-04-30,56.0300,62.0000,55.9600,57.3700,423761600
2012-03-30,48.6900,56.5500,48.1000,55.8900,302610600
2012-02-29,48.3407,49.3600,47.4100,48.5600,178910200
2012-01-31,46.8500,48.6200,45.2800,47.9200,245264200
2011-12-30,43.2000,46.5000,42.6700,46.0100,204133600
2011-11-30,41.3300,44.6950,40.5500,43.4800,288323400
2011-10-31,36.8500,43.4300,35.1200,42.3600,299915200
2011-09-30,38.8400,42.0000,36.4200,37.2900,344016600
2011-08-31,40.4400,40.7700,33.7195,38.6200,460331200
2011-07-29,39.6200,41.1100,38.9000,40.0900,280018000
2011-06-30,36.5400,39.7900,34.6100,39.4900,286897200
2011-05-31,36.4800,37.6700,34.8400,36.7900,253114800
2011-04-29,37.2500,37.6600,35.0000,36.2000,266349600
2011-03-31,33.2300,38.2100,31.7200,36.9500,469021400
2011-02-28,31.7600,34.0300,31.1700,32.9800,277619400
2011-01-31,32.4900,33.7800,30.7535,31.5300,364016200
2010-12-31,31.0100,33.1500,31.0100,32.1300,234405800
2010-11-30,28.6800,31.5100,28.4400,30.6000,328044800
2010-10-29,25.8900,28.8000,25.3700,28.5600,283694400
2010-09-30,23.1784,26.5700,23.0300,25.5500,301178400
2010-08-31,25.0189,25.7200,22.5000,22.9800,330390800
2010-07-30,24.4300,26.4400,23.4700,24.8500,395435600
2010-06-30,25.7500,28.5000,24.2700,24.3000,433620000
2010-05-28,26.0200,27.9300,24.0697,25.8900,474235000
2010-04-30,24.5400,27.5900,23.9500,25.9800,399500000
2010-03-31,22.9300,26.0000,22.8700,24.2700,412470400
2010-02-26,21.9900,23.4600,21.2600,22.9100,302432200
2010-01-29,23.2800,24.4500,21.7508,21.7900,407390000
2009-12-31,21.9500,23.9500,20.9500,23.0600,394275400
2009-11-30,18.9800,22.1000,18.8500,21.9000,436812000
2009-10-30,20.5400,21.1100,18.6900,18.9800,424346200
2009-09-30,18.9800,20.9400,18.2106,20.6500,498955800
2009-08-31,17.9800,19.8506,17.6700,18.9900,493708000
2009-07-31,13.9800,17.9000,12.7600,17.7000,673380800
2009-06-30,14.5700,15.4000,13.5400,13.8900,521311000
2009-05-29,14.4200,14.5000,12.5200,14.3900,555559800
2009-04-30,10.9900,15.4400,10.8100,14.4600,656683400
2009-03-31,8.9800,12.4300,8.1200,11.1100,574769000
2009-02-27,9.2600,10.7700,8.9000,9.1500,487465600
2009-01-30,9.4100,10.3600,8.5000,9.4400,459950800
2008-12-31,8.6300,10.3680,7.9300,9.4600,463529600
2008-11-28,12.6700,13.1500,7.0600,8.9300,657481200
2008-10-31,14.5600,15.0600,9.1600,13.1300,774586000
2008-09-30,15.9600,16.8200,14.1300,14.8700,553293600
2008-08-29,14.9000,17.1800,14.0100,15.5600,518177000
2008-07-31,15.5600,16.0500,13.3300,14.6900,691960600
2008-06-30,18.1700,18.5600,15.7300,15.7400,510214200
2008-05-30,15.9600,18.4100,15.6809,18.1900,631945400
2008-04-30,17.8300,18.8900,15.3900,16.2300,671062600
2008-03-31,18.0200,18.5000,16.7700,17.5000,594697400
2008-02-29,18.9700,19.3500,17.7500,17.9780,503130400
2008-01-31,20.1400,21.0100,17.6600,18.9100,942918800
2007-12-31,23.2300,23.4300,19.8900,20.4700,462595000
2007-11-30,26.4000,26.6800,21.7700,23.3900,822870400
2007-10-31,26.2700,26.9200,25.6300,26.6800,406501200
2007-09-28,27.6700,28.1900,25.9500,26.2000,380038600
2007-08-31,26.5100,28.6000,26.0300,27.5500,553500800
2007-07-31,26.4000,28.5000,25.6300,26.6800,659410600
2007-06-29,28.8000,29.1500,25.2200,26.2400,698635800
2007-05-31,31.1600,31.8999,28.0300,28.8100,649586200
2007-04-30,31.5400,32.3000,30.3000,31.0200,353030400
2007-03-30,30.2000,32.4500,28.8600,31.3600,555995600
2007-02-28,35.1310,35.4206,30.2400,30.9000,389013200
2007-01-31,35.6000,36.6100,33.4900,34.9400,323527400
2006-12-29,35.2500,37.1400,34.9000,35.4200,209947800
2006-11-30,37.9900,40.0100,35.1600,35.2950,329611600
2006-10-31,34.1500,39.5000,33.6100,37.7500,369074600
2006-09-29,31.6100,35.0400,30.5300,34.0500,318108400
2006-08-31,33.9100,33.9900,28.7200,31.0100,529827200
2006-07-31,37.9600,38.3300,32.9300,34.2300,310443000
2006-06-30,35.4900,38.0200,34.9100,37.7600,254581400
2006-05-31,37.6300,39.8796,34.6000,35.6500,335908200
2006-04-28,37.9800,39.5000,36.7717,37.2700,196322200
2006-03-31,36.3300,38.1100,34.7300,37.6300,225956600
2006-02-28,31.2800,36.8700,31.1415,36.3200,248202600
2006-01-31,30.5700,32.3200,29.9000,31.7000,167365600
2005-12-30,30.3400,32.4600,29.9400,30.0100,181387400
2005-11-30,28.3000,32.0000,28.0700,30.4500,232694200
2005-10-31,50.3100,55.2500,26.8700,28.2800,280288200
2005-09-30,49.8000,50.1600,46.0100,50.1000,266210400
2005-08-31,52.5500,52.7700,48.0000,49.0300,216531200
2005-07-29,51.7300,54.3900,49.2800,52.5500,272621600
2005-06-30,54.9179,56.9000,51.5200,51.6600,228436400
2005-05-31,49.8300,55.7200,49.2000,54.7900,263134400
2005-04-29,52.2300,52.3810,44.5800,49.5200,425663200
2005-03-31,51.8900,55.5900,50.7139,51.6600,269286000
2005-02-28,54.1600,54.9800,49.1400,51.8100,316263600
2005-01-31,63.2934,63.3400,52.1000,54.0000,466645200
2004-12-31,56.3300,64.2600,56.2900,62.3600,253791600
2004-11-30,52.6700,57.0000,52.6000,56.2600,245271600
2004-10-29,45.9600,53.2469,45.2900,52.8800,292142000
2004-09-30,43.0490,46.2877,42.7900,45.4600,207210400
2004-08-31,46.8500,47.1300,42.0465,43.2400,326506000
2004-07-30,44.6200,48.4000,44.0200,46.9900,308100400
2004-06-30,40.6900,44.4000,40.6200,43.4900,243623600
2004-05-28,38.8900,41.2000,37.0300,40.6000,230995600
2004-04-30,38.1400,39.9100,36.7400,38.9200,240294000
2004-03-31,37.8500,38.7400,36.5100,37.8700,288346400
2004-02-27,36.8200,39.6800,36.0000,37.4000,271877600
2004-01-30,33.4500,36.8100,32.9000,36.6100,269614800
2003-12-31,32.0800,33.4300,31.4200,33.1600,201372000
2003-11-28,31.3600,33.0500,30.0000,32.1700,217008800
2003-10-31,29.0400,32.0010,28.8000,31.6000,224384800
2003-09-30,28.0900,30.9482,28.0600,28.8000,314559200
2003-08-29,27.4000,28.5300,26.0000,28.3900,196262000
2003-07-31,24.9500,27.7690,24.7800,27.3300,336760800
2003-06-30,24.5600,25.4560,23.7500,24.5500,279097200
2003-05-30,23.4200,24.8297,22.8000,24.6700,381653200
2003-04-30,25.8100,26.8700,23.3500,23.5100,426204800
2003-03-31,23.6200,26.5200,22.2000,25.7600,375890800
2003-02-28,22.6700,23.5200,21.6000,23.4500,293963200
2003-01-31,20.4700,23.3000,19.6200,22.7200,360126400
2002-12-31,22.0000,22.0910,20.1800,20.3800,283226400
2002-11-29,24.0500,24.1600,20.8500,21.7400,301813600
2002-10-31,20.6600,24.1000,20.6614,23.8400,430960400
2002-09-30,19.9900,21.5700,19.6000,20.6400,283456400
2002-08-30,19.5200,21.8196,18.4780,20.1000,324012000
2002-07-31,24.4199,24.9600,18.4400,19.6300,478584000
2002-06-28,24.3000,25.3000,22.4400,24.8500,354891600
2002-05-31,22.8500,24.5000,21.9300,24.2800,348659600
2002-04-30,23.0700,25.7000,22.6400,22.8200,315412800
2002-03-28,23.5600,24.5300,22.3500,23.1300,259958400
2002-02-28,23.8500,23.8500,20.8200,23.0100,223217600
2002-01-31,19.1100,23.8800,19.0000,23.7700,421235200
2001-12-31,17.6300,19.9700,17.6000,19.0500,283647200
2001-11-30,17.1500,19.5500,16.6800,17.7200,377239600
2001-10-31,14.8000,17.9500,14.1600,17.1200,388806000
2001-09-28,16.8600,17.3190,13.4600,14.9400,339334800
2001-08-31,18.1300,19.0900,16.8000,16.8700,348419200
2001-07-31,22.4900,22.9000,17.9000,18.0400,376518400
2001-06-29,20.0050,23.3100,18.9300,23.0000,295074400
2001-05-31,19.3500,21.5300,18.0000,19.5200,376932400
2001-04-30,42.5630,43.5630,18.5000,19.3500,596036800
2001-03-30,47.5001,49.0630,38.5630,42.4380,470802400
2001-02-28,49.3750,51.3130,46.2500,47.6250,326197600
2001-01-31,43.9220,50.0630,40.3750,49.9380,403068800
2000-12-29,46.2500,47.0000,41.3750,44.2500,348287200
2000-11-30,44.3130,50.8130,43.0000,45.5630,487753600
2000-10-31,40.1248,44.8750,36.7500,44.6880,315918400
2000-09-29,38.2500,41.7500,35.8750,40.0630,216478400
2000-08-31,37.4701,44.1250,34.5630,36.6250,397544800
2000-07-31,38.0000,42.7500,35.9380,37.5000,336964000
2000-06-30,34.1250,39.4970,32.0000,38.1880,659726400
2000-05-31,31.0000,35.0000,28.0000,34.0000,396386400
2000-04-28,40.1887,43.5000,30.0000,30.2340,498413600
2000-03-31,35.1250,45.2500,32.6250,44.8130,400131200
2000-02-29,31.7500,36.1880,30.3729,35.1250,400636000
2000-01-31,23.8750,32.0000,23.1250,32.0000,600080000
1999-12-31,26.5630,29.1250,23.7500,24.2500,345246400
